chrf,comet_seg,difficulty_bin,difficulty_score,id,langpair,src_lang,tgt_lang
70.3146453064527,0.9763939380645752,(0.9307763735422399-0.9958426710938243],0.978634295645502,test-en-social_112289379466442912:654:en-de,en-de,en,de
35.98800522002692,0.8785753846168518,(0.8641313217143293-0.9307763735422399],0.889705547646031,test-en-social_112112980319428992:418:en-zh,en-zh,en,zh
35.758969546060456,0.6568378806114197,(0.8641313217143293-0.9307763735422399],0.8867048415662722,test-en-social_112122127346453600:459:en-nl,en-nl,en,nl
64.17524940475481,0.8044531345367432,(0.0-0.8641313217143293],0.8307536984554013,test-en-news_newsweek.63908:46:en-es,en-es,en,es
58.99204281327679,0.8245274424552917,(0.8641313217143293-0.9307763735422399],0.8733974714527591,test-en-news_scotsman.87519:114:en-de,en-de,en,de
34.35647426507993,0.8241459727287292,(0.8641313217143293-0.9307763735422399],0.916914749563271,test-en-social_112122127346453600:461:en-zh,en-zh,en,zh
100.0,0.9889711737632751,(0.9307763735422399-0.9958426710938243],0.9640310039434654,test-en-social_112270350852000848:630:en-nl,en-nl,en,nl
67.98353925526419,0.7544128894805908,(0.9307763735422399-0.9958426710938243],0.9554526818426765,test-en-social_112166537145572640:576:en-es,en-es,en,es
72.45694081617245,0.8656429648399353,(0.0-0.8641313217143293],0.7761779343374642,test-en-news_economist.14223:25:en-de,en-de,en,de
28.028172685626796,0.7754767537117004,(0.0-0.8641313217143293],0.1875026876327152,test-en-speech_33gJqN796Eo_000:705:en-zh,en-zh,en,zh
56.463234325180956,0.9133197069168091,(0.9307763735422399-0.9958426710938243],0.9502909162196931,test-en-news_beverly_press.3585:5:en-nl,en-nl,en,nl
69.24784751662865,0.929138720035553,(0.9307763735422399-0.9958426710938243],0.9764078236334355,test-en-literary_forever_snow_chunk_1_words_993:884:en-es,en-es,en,es
20.37575339885293,0.30538371205329895,(0.8641313217143293-0.9307763735422399],0.910071777874252,test-en-speech_OPV8Gf1FFn8_021:759:en-de,en-de,en,de
60.36589241937841,0.7908123135566711,(0.0-0.8641313217143293],0.679705174420054,test-en-social_112226149509052560:608:en-zh,en-zh,en,zh
59.893204909753415,0.8138838410377502,(0.8641313217143293-0.9307763735422399],0.8697175094826397,test-en-literary_forever_snow_chunk_2_words_986:927:en-nl,en-nl,en,nl
92.91568681621456,0.9052895307540894,(0.8641313217143293-0.9307763735422399],0.888435040536286,test-en-social_111977766001055104:226:en-es,en-es,en,es
7.572500672784085,0.29397740960121155,(0.9307763735422399-0.9958426710938243],0.9574094603160765,test-en-social_112109186993725712:281:en-de,en-de,en,de
24.41372575650283,0.7459584474563599,(0.0-0.8641313217143293],0.7999265249827369,test-en-social_112140958167999904:481:en-zh,en-zh,en,zh
52.52454176252813,0.891695499420166,(0.8641313217143293-0.9307763735422399],0.8899825259458501,test-en-news_scotsman.87445:81:en-nl,en-nl,en,nl
76.37511513115632,0.9019907116889954,(0.8641313217143293-0.9307763735422399],0.910071777874252,test-en-speech_OPV8Gf1FFn8_021:759:en-es,en-es,en,es
54.88174807977059,0.7200394868850708,(0.8641313217143293-0.9307763735422399],0.8835756641946554,test-en-social_112107496062298544:250:en-de,en-de,en,de
0.3472222222222222,0.32624343037605286,(0.9307763735422399-0.9958426710938243],0.9599404864040967,test-en-social_112109432154590752:298:en-zh,en-zh,en,zh
60.62127556644702,0.9120717644691467,(0.9307763735422399-0.9958426710938243],0.9851361495630081,test-en-news_csmonitor.com.7750:19:en-nl,en-nl,en,nl
64.22178769714553,0.7984626889228821,(0.8641313217143293-0.9307763735422399],0.9118361798995094,test-en-news_ventures_africa-ar.1773:149:en-es,en-es,en,es
1.9027823923169849,0.30223599076271057,(0.9307763735422399-0.9958426710938243],0.976809181448565,test-en-social_111977766001055104:228:en-de,en-de,en,de
50.05708504763688,0.8891746997833252,(0.8641313217143293-0.9307763735422399],0.9256244561609299,test-en-news_euronews-en.43091:33:en-zh,en-zh,en,zh
79.8043890106968,0.8579345345497131,(0.8641313217143293-0.9307763735422399],0.9280835089486523,test-en-news_csmonitor.com.7750:16:en-es,en-es,en,es
94.92856631401779,0.9540792107582092,(0.9307763735422399-0.9958426710938243],0.9521238222782951,test-en-news_ventures_africa-ar.1773:142:en-de,en-de,en,de
0.8905852417302799,0.3462141752243042,(0.0-0.8641313217143293],0.8209805723568642,test-en-social_112106953594747568:237:en-zh,en-zh,en,zh
90.65329668700456,0.9559642672538757,(0.9307763735422399-0.9958426710938243],0.9342912165910642,test-en-social_111977498791056432:220:en-nl,en-nl,en,nl
69.23762678098623,0.8377232551574707,UNBINNED,0.5298173842225181,test-en-speech_N2KNk5qq1H8_000:754:en-de,en-de,en,de
1.0162601626016259,0.3603080213069916,(0.8641313217143293-0.9307763735422399],0.8771436222800912,test-en-social_112109432154590752:295:en-zh,en-zh,en,zh
55.94458728814874,0.7898687720298767,(0.0-0.8641313217143293],0.828588853144559,test-en-literary_fight_above_the_trees_chunk_2_words_991:855:en-nl,en-nl,en,nl
61.745188811283555,0.8271202445030212,(0.8641313217143293-0.9307763735422399],0.8954388435243377,test-en-social_112152593528184304:566:en-es,en-es,en,es
48.03274146663738,0.8380300402641296,(0.8641313217143293-0.9307763735422399],0.9277408209141736,test-en-news_scotsman.87462:104:en-de,en-de,en,de
19.703016521544647,0.794692873954773,(0.0-0.8641313217143293],0.6504712705387249,test-en-speech_64yy78jMNcM_000:723:en-zh,en-zh,en,zh
67.56725380827746,0.8665040135383606,(0.0-0.8641313217143293],0.7119978526356678,test-en-social_111975537143453440:153:en-nl,en-nl,en,nl
69.45418938554118,0.7852529883384705,(0.0-0.8641313217143293],0.7735701786960654,test-en-literary_the_other_side_stormfall_chunk_1_words_992:957:en-es,en-es,en,es
69.88922731851036,0.8699073791503906,(0.8641313217143293-0.9307763735422399],0.9182655114492664,test-en-speech_0ZEBNpiuMu4_004:692:en-de,en-de,en,de
9.712571067593178,0.6231243014335632,(0.9307763735422399-0.9958426710938243],0.9519817502009726,test-en-social_112109186993725712:289:en-zh,en-zh,en,zh
4.987499482870493,0.41998720169067383,(0.9307763735422399-0.9958426710938243],0.9516273673795068,test-en-social_112152593528184304:561:en-nl,en-nl,en,nl
0.8738024592080406,0.27299001812934875,(0.9307763735422399-0.9958426710938243],0.9332864021718059,test-en-social_112201850099412432:598:en-es,en-es,en,es
59.33829987188951,0.8199735879898071,(0.0-0.8641313217143293],0.515005936503294,test-en-speech_OExU5AL7RMM_000:758:en-de,en-de,en,de
35.97177920227257,0.883730947971344,(0.8641313217143293-0.9307763735422399],0.9045497120914109,test-en-speech_5jn6pLG9P7k_000:719:en-zh,en-zh,en,zh
52.970009806815725,0.8149436116218567,(0.0-0.8641313217143293],0.8470008675055896,test-en-literary_the_other_side_stormfall_chunk_1_words_992:962:en-nl,en-nl,en,nl
13.288430423501277,0.3300601840019226,(0.0-0.8641313217143293],0.7011753344855962,test-en-literary_forever_snow_chunk_2_words_986:913:en-de,en-de,en,de
22.07212136157327,0.8670214414596558,(0.8641313217143293-0.9307763735422399],0.9153146341150198,test-en-literary_forever_snow_chunk_1_words_993:880:en-zh,en-zh,en,zh
58.15337365460436,0.7352394461631775,(0.0-0.8641313217143293],0.2945963845034448,test-en-speech_Ft41IG2BAG8_001:744:en-nl,en-nl,en,nl
61.05874332760608,0.8404557704925537,(0.8641313217143293-0.9307763735422399],0.8654807266692987,test-en-speech_Aevb1Pl1iic_007:737:en-es,en-es,en,es
11.781614951347015,0.6384943723678589,(0.9307763735422399-0.9958426710938243],0.9509796496437665,test-en-social_112152593528184304:558:en-de,en-de,en,de
37.91302415984979,0.8410741090774536,(0.0-0.8641313217143293],0.6706254872886199,test-en-social_112122127346453600:464:en-zh,en-zh,en,zh
58.89262759822724,0.6855879426002502,(0.9307763735422399-0.9958426710938243],0.9534212301959064,test-en-social_112259676538889296:623:en-nl,en-nl,en,nl
100.0,0.9865363836288452,(0.9307763735422399-0.9958426710938243],0.9801714327073703,test-en-social_112121157211696272:427:en-es,en-es,en,es
68.08179691843314,0.8334782123565674,(0.8641313217143293-0.9307763735422399],0.8783720785170093,test-en-news_scotsman.87448:89:en-de,en-de,en,de
46.582778329095134,0.8791335821151733,(0.9307763735422399-0.9958426710938243],0.9374702541833974,test-en-news_rt.com.54499:72:en-zh,en-zh,en,zh
79.75486940438238,0.9047982692718506,(0.9307763735422399-0.9958426710938243],0.9655844101886663,test-en-social_112152593528184304:540:en-nl,en-nl,en,nl
63.53710084485565,0.8017290234565735,(0.8641313217143293-0.9307763735422399],0.906762866594851,test-en-social_112109432154590752:302:en-es,en-es,en,es
14.979372207880523,0.3684485852718353,(0.8641313217143293-0.9307763735422399],0.8932781197166246,test-en-social_112201850099412432:604:en-de,en-de,en,de
51.925224053318075,0.8850467801094055,(0.8641313217143293-0.9307763735422399],0.8950493308777265,test-en-speech_2omlZQaheWE_000:703:en-zh,en-zh,en,zh
55.437766035207126,0.8796520829200745,(0.9307763735422399-0.9958426710938243],0.937487082925916,test-en-social_112121157211696272:433:en-nl,en-nl,en,nl
17.014946234266485,0.33213821053504944,(0.8641313217143293-0.9307763735422399],0.8968275295341633,test-en-social_111975617901079872:156:en-es,en-es,en,es
69.10267188250614,0.918283224105835,(0.9307763735422399-0.9958426710938243],0.9624869143587111,test-en-social_112121157211696272:432:en-de,en-de,en,de
0.4921259842519685,0.3377394676208496,(0.0-0.8641313217143293],0.7267665360441029,test-en-social_112106953594747568:239:en-zh,en-zh,en,zh
17.757754408443923,0.3934488296508789,(0.9307763735422399-0.9958426710938243],0.9826750963511957,test-en-news_scotsman.87519:113:en-nl,en-nl,en,nl
59.64415300901922,0.914148211479187,(0.9307763735422399-0.9958426710938243],0.9318145516779627,test-en-social_111977470885664240:200:en-es,en-es,en,es
57.70742718950961,0.8707598447799683,(0.9307763735422399-0.9958426710938243],0.9511409845460664,test-en-news_euronews-en.43091:32:en-de,en-de,en,de
40.31086458241888,0.8686628937721252,(0.8641313217143293-0.9307763735422399],0.9105826414220793,test-en-literary_the_other_side_stormfall_chunk_1_words_992:946:en-zh,en-zh,en,zh
63.44009459609576,0.9055642485618591,(0.9307763735422399-0.9958426710938243],0.9518134347978275,test-en-literary_detestable_chunk_1_words_982:794:en-nl,en-nl,en,nl
76.67262273421693,0.9832005500793457,(0.9307763735422399-0.9958426710938243],0.9759662614907927,test-en-social_112111193384667328:337:en-es,en-es,en,es
52.80962659254255,0.8317910432815552,(0.9307763735422399-0.9958426710938243],0.9546111887608285,test-en-news_euronews-en.43091:30:en-de,en-de,en,de
28.085016835016834,0.8702354431152344,(0.9307763735422399-0.9958426710938243],0.9628532437687979,test-en-social_112107918929771488:270:en-zh,en-zh,en,zh
53.020933253153444,0.7778840661048889,(0.8641313217143293-0.9307763735422399],0.8771436222800912,test-en-social_112109432154590752:295:en-nl,en-nl,en,nl
60.3926287303828,0.7432124614715576,(0.0-0.8641313217143293],0.7213292154999797,test-en-social_112106953594747568:235:en-es,en-es,en,es
46.025703334264605,0.8427575826644897,(0.9307763735422399-0.9958426710938243],0.9721141861095531,test-en-news_scotsman.87458:95:en-de,en-de,en,de
19.581645290072984,0.6425647139549255,(0.0-0.8641313217143293],0.48633409583531007,test-en-literary_detestable_chunk_2_words_945:806:en-zh,en-zh,en,zh
50.920839267980625,0.75947505235672,(0.0-0.8641313217143293],0.7265445309370622,test-en-social_112107496062298544:243:en-nl,en-nl,en,nl
63.679122722411684,0.8664152026176453,(0.9307763735422399-0.9958426710938243],0.9450970039214747,test-en-social_112111346044907536:388:en-es,en-es,en,es
14.914135110087601,0.3268316984176636,(0.8641313217143293-0.9307763735422399],0.908047908254452,test-en-social_111977498791056432:223:en-de,en-de,en,de
28.19690664083347,0.830077052116394,(0.0-0.8641313217143293],0.5953665253956916,test-en-literary_detestable_chunk_2_words_945:810:en-zh,en-zh,en,zh
78.75283867580579,0.9231760501861572,(0.9307763735422399-0.9958426710938243],0.97430390907208,test-en-social_112110250600185424:308:en-nl,en-nl,en,nl
71.55591097037222,0.7844989895820618,(0.0-0.8641313217143293],0.828426621198939,test-en-social_112106953594747568:238:en-de,en-de,en,de
0.1643655489809336,0.33742931485176086,(0.0-0.8641313217143293],0.6705116869391695,test-en-social_112270350852000848:640:en-zh,en-zh,en,zh
68.48143194544103,0.8797689080238342,(0.8641313217143293-0.9307763735422399],0.9231502672972265,test-en-news_seattle_times.799809:124:en-nl,en-nl,en,nl
62.14532440217152,0.7533188462257385,(0.0-0.8641313217143293],0.7394176936139832,test-en-literary_fight_above_the_trees_chunk_2_words_991:853:en-es,en-es,en,es
53.77209501647986,0.6620514988899231,(0.0-0.8641313217143293],0.8434034746135411,test-en-social_112152593528184304:517:en-de,en-de,en,de
55.85925909332102,0.8983238339424133,(0.8641313217143293-0.9307763735422399],0.9106943364300925,test-en-social_112201850099412432:603:en-zh,en-zh,en,zh
54.28772670234721,0.7666242718696594,(0.8641313217143293-0.9307763735422399],0.9245596010410151,test-en-news_newsweek.63908:48:en-nl,en-nl,en,nl
34.90427798694968,0.6896446347236633,(0.8641313217143293-0.9307763735422399],0.903632699502924,test-en-social_112107496062298544:251:en-es,en-es,en,es
10.15873015873016,0.8658542037010193,(0.9307763735422399-0.9958426710938243],0.9328734894594857,test-en-social_112259676538889296:616:en-de,en-de,en,de
0.0,0.3562289774417877,(0.9307763735422399-0.9958426710938243],0.9506921341450262,test-en-social_112294019357219888:677:en-zh,en-zh,en,zh
49.41658141776713,0.8236668705940247,(0.0-0.8641313217143293],0.71281043049658,test-en-social_112107496062298544:244:en-nl,en-nl,en,nl
60.43225626929646,0.8150479197502136,(0.9307763735422399-0.9958426710938243],0.9608628217993403,test-en-social_112152593528184304:511:en-es,en-es,en,es
51.91845888424381,0.8453957438468933,(0.8641313217143293-0.9307763735422399],0.9182605453614907,test-en-news_euronews-en.43091:27:en-de,en-de,en,de
36.87827028044419,0.8845275044441223,(0.9307763735422399-0.9958426710938243],0.9438152636610709,test-en-literary_fight_above_the_trees_chunk_1_words_996:823:en-zh,en-zh,en,zh
53.11368778280543,0.9696453213691711,(0.9307763735422399-0.9958426710938243],0.9743409099232534,test-en-social_112121157211696272:429:en-nl,en-nl,en,nl
70.40941786375757,0.9580707550048828,(0.9307763735422399-0.9958426710938243],0.9864706142877115,test-en-social_112152593528184304:563:en-es,en-es,en,es
9.740411029498151,0.3034835755825043,(0.9307763735422399-0.9958426710938243],0.9557145275637596,test-en-social_112166537145572640:574:en-de,en-de,en,de
16.21598970904729,0.6689874529838562,(0.0-0.8641313217143293],0.85632913967971,test-en-literary_the_other_side_stormfall_chunk_1_words_992:956:en-zh,en-zh,en,zh
21.35397941538858,0.8512853384017944,(0.9307763735422399-0.9958426710938243],0.978634295645502,test-en-social_112289379466442912:654:en-nl,en-nl,en,nl
79.1426804593187,0.8996887803077698,(0.9307763735422399-0.9958426710938243],0.9447495456449355,test-en-social_112289379466442912:670:en-es,en-es,en,es
43.78973747122302,0.8153316378593445,(0.9307763735422399-0.9958426710938243],0.9486918499449156,test-en-social_111977470885664240:203:en-de,en-de,en,de
8.876517778369118,0.46627727150917053,(0.8641313217143293-0.9307763735422399],0.9282468722530015,test-en-social_111977470885664240:202:en-zh,en-zh,en,zh
41.74906492291875,0.6242243647575378,(0.0-0.8641313217143293],0.3284706987251927,test-en-literary_detestable_chunk_2_words_945:812:en-nl,en-nl,en,nl
48.536426951140044,0.700126588344574,UNBINNED,0.6734780220959291,test-en-literary_the_other_side_stormfall_chunk_1_words_992:966:en-es,en-es,en,es
64.36373527943518,0.8701051473617554,(0.9307763735422399-0.9958426710938243],0.9434237680765944,test-en-speech_9s2UyGBuvYw_003:733:en-de,en-de,en,de
45.94626642192005,0.8326065540313721,(0.8641313217143293-0.9307763735422399],0.9278980710344159,test-en-social_112270350852000848:637:en-nl,en-nl,en,nl
